"Wavelength, µm","n"
0.507217137,3.1943148
0.510287231,3.1960691
0.513367337,3.1977945
0.516447439,3.1997522
0.519547546,3.2013251
0.522607655,3.2028325
0.525687754,3.2045777
0.528787865,3.2062663
0.531867962,3.2079802
0.534948073,3.209522
0.538028179,3.2108588
0.541108274,3.2121926
0.544198373,3.2137036
0.547268475,3.2151654
0.550358584,3.2164481
0.553428693,3.2178038
0.556508792,3.2193474
0.559598891,3.2207717
0.562688995,3.2219756
0.565769111,3.2232025
0.568839205,3.2244631
0.571929319,3.2258193
0.575009424,3.2270178
0.578089513,3.2279606
0.58117962,3.2293917
0.584249744,3.2305621
0.587319841,3.2314744
0.590429936,3.2327471
0.593510037,3.2338727
0.596590146,3.2350077
0.599650241,3.2360375
0.602740366,3.2369532
0.605830471,3.2379426
0.60889055,3.2390503
0.61199067,3.2401882
0.615060758,3.2410615
0.618150862,3.2420111
0.621220966,3.2430089
0.62432109,3.2441777
0.62738119,3.2451443
0.630471307,3.2457727
0.633571391,3.246805
0.636631495,3.2475048
0.639711599,3.2475341
0.642801722,3.247957
0.645881801,3.2488167
0.648951932,3.2495081
0.65206202,3.2499411
0.655132127,3.250363
0.658222231,3.2511063
0.661272347,3.2516824
0.664362432,3.2520547
0.667472549,3.2526268
0.670542649,3.2532607
0.673632741,3.2538363
0.676682854,3.2543927
0.679762951,3.2550031
0.682873058,3.2556041
0.685933155,3.2563176
0.68902329,3.256493
0.692093368,3.2564951
0.695203479,3.2574854
0.698253571,3.2579486
0.701333679,3.2581208
0.704443803,3.2584943
0.707503907,3.2587972
0.710583994,3.2593411
0.713694097,3.2601383
0.71674419,3.2605995
0.719864306,3.2607419
0.722924398,3.2610237
0.726014529,3.2611768
0.729094617,3.2615427
0.732194724,3.2621604
0.735274822,3.2621098
0.738334949,3.262159
0.741435063,3.2624372
0.744505166,3.263101
0.747595255,3.2635974
0.750675376,3.2639652
0.753735478,3.2643906
0.75681555,3.264273
0.759925649,3.2647308
0.76301577,3.2646408
0.766075882,3.2651148
0.769165981,3.2654276
0.772226084,3.2654043
0.775326196,3.2655078
0.778386299,3.2651275
0.781476416,3.2647451
0.784546484,3.2644301
0.787636616,3.265574
0.790696722,3.2657811
0.793786798,3.2651013
0.796896921,3.2651539
0.799987014,3.2659519
0.803037133,3.2658503
0.806117204,3.2647562
0.80922733,3.2651908
0.812297415,3.2655645
0.815397533,3.2638754
0.818467641,3.2626313
0.821557744,3.2642715
0.824617845,3.2658418
0.827697955,3.2675823
0.830808063,3.2689639
0.833878141,3.2684165
0.836978281,3.2687056
0.840038377,3.2689761
0.843118466,3.2688435
0.846168554,3.2672568
0.849298674,3.2659529
0.852338758,3.2665033
0.855448904,3.266478
0.858528977,3.2662959
0.861579098,3.2655064
0.864699212,3.2650369
0.867789282,3.2649115
0.870829398,3.2651699
0.873899512,3.2644324
0.876989614,3.2643585
0.880109706,3.2661594
0.883179849,3.2682804
0.886269903,3.2684063
0.889320031,3.2674995
0.892400153,3.2687254
0.895490238,3.2696496
0.898600363,3.2692748
0.901680426,3.2693817
0.904770584,3.2700651
0.907810667,3.2689283
0.910880752,3.2683923
0.913970864,3.2718759
0.917080996,3.2741116
0.920141068,3.2713351
0.923231187,3.2691746
0.926331264,3.2689769
0.929381375,3.2689763
0.932461527,3.2688371
0.935561598,3.2688043
0.938671691,3.2693007
0.941741796,3.268733
0.944821898,3.2685492
0.947861992,3.2693878
0.950982106,3.2703781
0.954062257,3.2687369
0.958084837,3.2666505
0.982069227,3.2670449
1.011108587,3.2664471
1.050239866,3.2648281
1.078434146,3.2627348
1.110322927,3.2605
1.137113766,3.259686
1.163523243,3.2598575
1.18320956,3.2591412
1.201105734,3.2578341
1.221427872,3.2553361
1.245388761,3.2534577
1.276565419,3.2525797
1.31315275,3.2511263
1.338913016,3.2503648
1.366384642,3.2500948
1.392984344,3.2496165
1.425495353,3.248445
1.453325577,3.24706
1.494432372,3.2438567
1.544120347,3.2401378
1.591303846,3.2356417
1.644212642,3.2299894
1.698880579,3.2242112
1.746932913,3.2193995
1.785204804,3.2158357
1.837910179,3.2110812
1.883081013,3.2073557
1.94062203,3.203265
1.997915867,3.1992451
2.054426298,3.1953873
2.101963904,3.1922363
2.156218913,3.1885755
2.199861381,3.1860895
2.429650062,3.1759146
2.543843658,3.1711057
2.663404256,3.1668313
2.788584262,3.1628179
2.919647745,3.1589811
3.056871156,3.1552575
3.200544168,3.1515854
3.350969721,3.1478924
3.508465264,3.1440746
3.673363166,3.1398963
3.850635168,3.134977
4.027050139,3.1293334
4.210417863,3.1246674
4.415143489,3.1230556
4.508493282,3.1243572
4.628581651,3.1240439
4.853639883,3.1181008
5.061051719,3.112446
5.307138101,3.1066314
5.55028205,3.0994586
5.834224378,3.0846335
6.036399821,3.057423
6.097766921,3.0368797
6.135176231,3.020115
6.17304738,3.003439
6.211389907,2.9882565
6.250211094,2.9841296
6.289520279,3.0128543
6.309361036,3.0485612
6.31932843,3.0734334
6.32932769,3.1008929
6.339357996,3.1296001
6.349421444,3.1581193
6.369642207,3.2038132
6.410472586,3.2472883
6.451830807,3.2488695
6.493725472,3.2343962
6.536168809,3.2178435
6.579169224,3.2029603
6.622740586,3.1902302
6.673694358,3.1780608
6.711635711,3.1702199
6.756985335,3.1621682
6.802950851,3.1550242
6.849546405,3.1485927
6.896785039,3.1427125
6.944678605,3.1372549
7.000236256,3.1314251
7.042490974,3.127239
7.092438527,3.1225277
7.143098393,3.1179314
7.194488008,3.1134008
7.246621558,3.1088904
7.299516606,3.1043574
7.353189523,3.0997605
7.407657151,3.0950579
7.468926054,3.089684
7.51905094,3.0851724
7.57601391,3.0798976
7.633845611,3.0743317
7.692567978,3.0684166
7.752199807,3.0620846
7.812763868,3.0552568
7.874282194,3.0478398
7.936775993,3.0397202
8.000270201,3.030737
8.090888148,3.0165435
8.183582447,2.9997936
8.285283969,2.9783143
8.37730883,2.955113
8.467685917,2.9281883
8.554608854,2.897687
8.643333668,2.8623178
8.73128019,2.8261654
8.810869639,2.801629
8.849857048,2.7949255
8.889189112,2.7997208
8.928872349,2.8211754
8.968912781,2.8659931
9.009313289,2.939414
9.049940689,3.0408709
9.091216137,3.1607008
9.111925058,3.2256006
9.132728539,3.287066
9.153627232,3.3435915
9.17462179,3.3936212
9.216901153,3.4672725
9.259571991,3.5113863
9.30263907,3.5313017
9.337383521,3.5344324
9.37238777,3.5308025
9.392741472,3.525791
9.434280897,3.5144315
9.470016809,3.5022849
9.506023749,3.4894562
9.54230628,3.4764465
9.578867577,3.4636152
9.615710121,3.4511822
9.652835667,3.439284
9.6862654,3.4290651
9.727954247,3.4172356
9.765954835,3.4071046
9.804253472,3.397575
9.842852117,3.3886081
9.881756671,3.3801712
9.920969991,3.3722286
9.960495768,3.3647394
10.00033775,3.357608
10.10135126,3.341954
10.2044246,3.3280805
10.41884191,3.3058938
10.58236709,3.2923763
10.73456261,3.2820167
10.8699371,3.2741558
11.00037161,3.2675488
11.18605811,3.2595203
11.37469401,3.2526054
11.54772982,3.2471372
11.69662477,3.2429777
11.84874028,3.2391729
12.00040491,3.2357515
12.25531345,3.2307361
12.52365302,3.2262242
12.7818717,3.2224784
13.00043904,3.2196759
13.33163019,3.2159804
13.62464017,3.2131409
14.00047283,3.2099807
15.00050669,3.2035901
15.49802343,3.2011169
16.0005404,3.1989917
16.5312283,3.1970651
17.00057412,3.1955793
17.58641406,3.193964
18.00060789,3.1929521
18.50510509,3.191846
19.0006416,3.1908736
19.5250695,3.1899501
20.0006755,3.1891914
21.53810759,3.1871725
